high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_m_on_trend,high_by_point_n_on_trend,low_by_point_m_on_trend,low_by_point_n_on_trend,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count
10,10,7,7,8,8,4,4,2.84,481.87,6.88,70
10,10,7,7,9,9,4,4,2.84,481.87,6.88,70
10,10,7,7,10,10,4,4,2.84,481.87,6.88,70
10,10,9,9,6,6,4,4,2.84,523.67,6.98,75
9,9,8,8,4,4,4,4,2.83,579.11,6.89,84
6,6,9,9,4,4,4,4,2.82,579.5,6.9,84
7,7,9,9,4,4,4,4,2.82,579.5,6.9,84
8,8,9,9,4,4,4,4,2.82,579.5,6.9,84
9,9,9,9,4,4,4,4,2.82,579.5,6.9,84
6,6,8,8,4,4,4,4,2.81,573.84,6.91,83
6,6,9,9,6,6,4,4,2.81,516.27,6.62,78
7,7,8,8,4,4,4,4,2.81,573.84,6.91,83
7,7,9,9,6,6,4,4,2.81,516.27,6.62,78
8,8,8,8,4,4,4,4,2.81,573.84,6.91,83
9,9,4,4,6,6,4,4,2.81,494.12,6.77,73
10,10,4,4,6,6,4,4,2.81,492.48,6.84,72
6,6,8,8,6,6,4,4,2.8,510.61,6.63,77
7,7,8,8,6,6,4,4,2.8,510.61,6.63,77
9,9,7,7,6,6,4,4,2.8,500.77,6.77,74
10,10,4,4,7,7,4,4,2.8,470.92,6.73,70
10,10,4,4,8,8,4,4,2.8,470.92,6.73,70
10,10,4,4,9,9,4,4,2.8,470.92,6.73,70
10,10,4,4,10,10,4,4,2.8,470.92,6.73,70
8,8,4,4,6,6,4,4,2.79,488.85,6.79,72
8,8,7,7,6,6,4,4,2.78,495.5,6.79,73
10,10,8,8,7,7,4,4,2.78,476.18,6.71,71
10,10,8,8,8,8,4,4,2.78,476.18,6.71,71
10,10,8,8,9,9,4,4,2.78,476.18,6.71,71
10,10,8,8,10,10,4,4,2.78,476.18,6.71,71
10,10,9,9,7,7,4,4,2.77,476.57,6.71,71
10,10,9,9,8,8,4,4,2.77,476.57,6.71,71
10,10,9,9,9,9,4,4,2.77,476.57,6.71,71
10,10,9,9,10,10,4,4,2.77,476.57,6.71,71
9,9,8,8,6,6,4,4,2.75,495.07,6.6,75
8,8,9,9,6,6,4,4,2.74,495.46,6.61,75
9,9,9,9,6,6,4,4,2.74,495.46,6.61,75
8,8,8,8,6,6,4,4,2.73,489.8,6.62,74
