high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_n_on_trend,high_by_point_m_on_trend,low_by_point_n_on_trend,low_by_point_m_on_trend,power_scaling_factor,mintick,debug_mode,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count,Winning entry%,Avg Winner%,Avg Loser%
10,10,4,4,4,4,10,4,1.1,0.01,False,3.51,289.45,4.82,60,61.67,10.94,-5.02
10,10,4,4,4,4,10,4,1.2,0.01,False,3.51,289.45,4.82,60,61.67,10.94,-5.02
10,10,4,4,4,4,10,4,1.3,0.01,False,3.51,289.45,4.82,60,61.67,10.94,-5.02
10,10,4,4,4,4,10,10,1,0.01,False,4.84,260.16,6.35,41,68.29,11.71,-5.21
10,10,4,4,4,4,10,10,1.1,0.01,False,4.84,260.16,6.35,41,68.29,11.71,-5.21
10,10,4,4,4,4,10,10,1.2,0.01,False,4.84,260.16,6.35,41,68.29,11.71,-5.21
10,10,4,4,4,4,10,10,1.3,0.01,False,4.84,260.16,6.35,41,68.29,11.71,-5.21
10,10,4,4,4,10,4,4,1,0.01,False,2.73,199.95,4.17,48,50.0,13.15,-4.82
10,10,4,4,4,10,4,4,1.1,0.01,False,2.73,199.95,4.17,48,50.0,13.15,-4.82
10,10,4,4,4,10,4,4,1.2,0.01,False,2.73,199.95,4.17,48,50.0,13.15,-4.82
10,10,4,4,4,10,4,4,1.3,0.01,False,2.73,199.95,4.17,48,50.0,13.15,-4.82
10,10,4,4,4,10,4,10,1,0.01,False,4.08,292.62,5.32,55,60.0,11.75,-4.32
10,10,4,4,4,10,4,10,1.1,0.01,False,4.08,292.62,5.32,55,60.0,11.75,-4.32
10,10,4,4,4,10,4,10,1.2,0.01,False,4.08,292.62,5.32,55,60.0,11.75,-4.32
10,10,4,4,4,10,4,10,1.3,0.01,False,4.08,292.62,5.32,55,60.0,11.75,-4.32
10,10,4,4,4,10,10,4,1,0.01,False,3.38,257.66,4.52,57,57.89,11.09,-4.52
10,10,4,4,4,10,10,4,1.1,0.01,False,3.38,257.66,4.52,57,57.89,11.09,-4.52
10,10,4,4,4,10,10,4,1.2,0.01,False,3.38,257.66,4.52,57,57.89,11.09,-4.52
10,10,4,4,4,10,10,4,1.3,0.01,False,3.38,257.66,4.52,57,57.89,11.09,-4.52
10,10,4,4,4,10,10,10,1,0.01,False,4.21,210.91,6.03,35,57.14,13.83,-4.38
10,10,4,4,4,10,10,10,1.1,0.01,False,4.21,210.91,6.03,35,57.14,13.83,-4.38
10,10,4,4,4,10,10,10,1.2,0.01,False,4.21,210.91,6.03,35,57.14,13.83,-4.38
10,10,4,4,4,10,10,10,1.3,0.01,False,4.21,210.91,6.03,35,57.14,13.83,-4.38
10,10,4,4,10,4,4,4,1,0.01,False,5.4,412.63,7.24,57,68.42,12.99,-5.21
10,10,4,4,10,4,4,4,1.1,0.01,False,5.4,412.63,7.24,57,68.42,12.99,-5.21
10,10,4,4,10,4,4,4,1.2,0.01,False,5.4,412.63,7.24,57,68.42,12.99,-5.21
10,10,4,4,10,4,4,4,1.3,0.01,False,5.4,412.63,7.24,57,68.42,12.99,-5.21
10,10,4,4,10,4,4,10,1,0.01,False,6.22,444.88,7.18,62,70.97,12.05,-4.74
10,10,4,4,10,4,4,10,1.1,0.01,False,6.22,444.88,7.18,62,70.97,12.05,-4.74
10,10,4,4,10,4,4,10,1.2,0.01,False,6.22,444.88,7.18,62,70.97,12.05,-4.74
10,10,4,4,10,4,4,10,1.3,0.01,False,6.22,444.88,7.18,62,70.97,12.05,-4.74
10,10,4,4,10,4,10,4,1,0.01,False,6.72,480.68,7.75,62,70.97,12.83,-4.67
10,10,4,4,10,4,10,4,1.1,0.01,False,6.72,480.68,7.75,62,70.97,12.83,-4.67
10,10,4,4,10,4,10,4,1.2,0.01,False,6.72,480.68,7.75,62,70.97,12.83,-4.67
10,10,4,4,10,4,10,4,1.3,0.01,False,6.72,480.68,7.75,62,70.97,12.83,-4.67
10,10,4,4,10,4,10,10,1,0.01,False,10.13,445.26,9.68,46,78.26,13.72,-4.88
10,10,4,4,10,4,10,10,1.1,0.01,False,10.13,445.26,9.68,46,78.26,13.72,-4.88
10,10,4,4,10,4,10,10,1.2,0.01,False,10.13,445.26,9.68,46,78.26,13.72,-4.88
10,10,4,4,10,4,10,10,1.3,0.01,False,10.13,445.26,9.68,46,78.26,13.72,-4.88
10,10,4,4,10,10,4,4,1,0.01,False,3.7,238.15,5.95,40,60.0,13.6,-5.51
10,10,4,4,10,10,4,4,1.1,0.01,False,3.7,238.15,5.95,40,60.0,13.6,-5.51
10,10,4,4,10,10,4,4,1.2,0.01,False,3.7,238.15,5.95,40,60.0,13.6,-5.51
10,10,4,4,10,10,4,4,1.3,0.01,False,3.7,238.15,5.95,40,60.0,13.6,-5.51
10,10,4,4,10,10,4,10,1,0.01,False,5.69,328.44,6.84,48,68.75,12.07,-4.67
10,10,4,4,10,10,4,10,1.1,0.01,False,5.69,328.44,6.84,48,68.75,12.07,-4.67
10,10,4,4,10,10,4,10,1.2,0.01,False,5.69,328.44,6.84,48,68.75,12.07,-4.67
10,10,4,4,10,10,4,10,1.3,0.01,False,5.69,328.44,6.84,48,68.75,12.07,-4.67
10,10,4,4,10,10,10,4,1,0.01,False,4.6,296.99,5.82,51,66.67,11.16,-4.85
10,10,4,4,10,10,10,4,1.1,0.01,False,4.6,296.99,5.82,51,66.67,11.16,-4.85
10,10,4,4,10,10,10,4,1.2,0.01,False,4.6,296.99,5.82,51,66.67,11.16,-4.85
10,10,4,4,10,10,10,4,1.3,0.01,False,4.6,296.99,5.82,51,66.67,11.16,-4.85
10,10,4,4,10,10,10,10,1,0.01,False,7.53,249.1,9.23,27,74.07,14.36,-5.45
10,10,4,4,10,10,10,10,1.1,0.01,False,7.53,249.1,9.23,27,74.07,14.36,-5.45
10,10,4,4,10,10,10,10,1.2,0.01,False,7.53,249.1,9.23,27,74.07,14.36,-5.45
10,10,4,4,10,10,10,10,1.3,0.01,False,7.53,249.1,9.23,27,74.07,14.36,-5.45
10,10,4,10,4,4,4,4,1,0.01,False,2.39,203.44,3.7,55,52.73,12.05,-5.62
10,10,4,10,4,4,4,4,1.1,0.01,False,2.39,203.44,3.7,55,52.73,12.05,-5.62
10,10,4,10,4,4,4,4,1.2,0.01,False,2.39,203.44,3.7,55,52.73,12.05,-5.62
10,10,4,10,4,4,4,4,1.3,0.01,False,2.39,203.44,3.7,55,52.73,12.05,-5.62
10,10,4,10,4,4,4,10,1,0.01,False,3.27,286.63,4.7,61,57.38,11.79,-4.85
10,10,4,10,4,4,4,10,1.1,0.01,False,3.27,286.63,4.7,61,57.38,11.79,-4.85
10,10,4,10,4,4,4,10,1.2,0.01,False,3.27,286.63,4.7,61,57.38,11.79,-4.85
10,10,4,10,4,4,4,10,1.3,0.01,False,3.27,286.63,4.7,61,57.38,11.79,-4.85
10,10,4,10,4,4,10,4,1,0.01,False,2.94,281.96,4.48,63,57.14,11.88,-5.39
10,10,4,10,4,4,10,4,1.1,0.01,False,2.94,281.96,4.48,63,57.14,11.88,-5.39
10,10,4,10,4,4,10,4,1.2,0.01,False,2.94,281.96,4.48,63,57.14,11.88,-5.39
10,10,4,10,4,4,10,4,1.3,0.01,False,2.94,281.96,4.48,63,57.14,11.88,-5.39
10,10,4,10,4,4,10,10,1,0.01,False,3.52,252.24,5.48,46,58.7,13.05,-5.27
10,10,4,10,4,4,10,10,1.1,0.01,False,3.52,252.24,5.48,46,58.7,13.05,-5.27
10,10,4,10,4,4,10,10,1.2,0.01,False,3.52,252.24,5.48,46,58.7,13.05,-5.27
10,10,4,10,4,4,10,10,1.3,0.01,False,3.52,252.24,5.48,46,58.7,13.05,-5.27
10,10,4,10,4,10,4,4,1,0.01,False,2.13,155.28,3.38,46,41.3,15.39,-5.08
10,10,4,10,4,10,4,4,1.1,0.01,False,2.13,155.28,3.38,46,41.3,15.39,-5.08
10,10,4,10,4,10,4,4,1.2,0.01,False,2.13,155.28,3.38,46,41.3,15.39,-5.08
10,10,4,10,4,10,4,4,1.3,0.01,False,2.13,155.28,3.38,46,41.3,15.39,-5.08
10,10,4,10,4,10,4,10,1,0.01,False,2.83,232.92,4.09,57,52.63,12.01,-4.71
10,10,4,10,4,10,4,10,1.1,0.01,False,2.83,232.92,4.09,57,52.63,12.01,-4.71
10,10,4,10,4,10,4,10,1.2,0.01,False,2.83,232.92,4.09,57,52.63,12.01,-4.71
10,10,4,10,4,10,4,10,1.3,0.01,False,2.83,232.92,4.09,57,52.63,12.01,-4.71
10,10,4,10,4,10,10,4,1,0.01,False,2.48,195.09,3.55,55,50.91,11.67,-4.88
10,10,4,10,4,10,10,4,1.1,0.01,False,2.48,195.09,3.55,55,50.91,11.67,-4.88
10,10,4,10,4,10,10,4,1.2,0.01,False,2.48,195.09,3.55,55,50.91,11.67,-4.88
10,10,4,10,4,10,10,4,1.3,0.01,False,2.48,195.09,3.55,55,50.91,11.67,-4.88
10,10,4,10,4,10,10,10,1,0.01,False,2.48,142.61,4.07,35,42.86,15.93,-4.82
10,10,4,10,4,10,10,10,1.1,0.01,False,2.48,142.61,4.07,35,42.86,15.93,-4.82
10,10,4,10,4,10,10,10,1.2,0.01,False,2.48,142.61,4.07,35,42.86,15.93,-4.82
10,10,4,10,4,10,10,10,1.3,0.01,False,2.48,142.61,4.07,35,42.86,15.93,-4.82
10,10,4,10,10,4,4,4,1,0.01,False,4.46,398.09,6.86,58,63.79,13.87,-5.49
10,10,4,10,10,4,4,4,1.1,0.01,False,4.46,398.09,6.86,58,63.79,13.87,-5.49
10,10,4,10,10,4,4,4,1.2,0.01,False,4.46,398.09,6.86,58,63.79,13.87,-5.49
10,10,4,10,10,4,4,4,1.3,0.01,False,4.46,398.09,6.86,58,63.79,13.87,-5.49
10,10,4,10,10,4,4,10,1,0.01,False,4.85,431.32,6.54,66,65.15,12.64,-4.88
10,10,4,10,10,4,4,10,1.1,0.01,False,4.85,431.32,6.54,66,65.15,12.64,-4.88
10,10,4,10,10,4,4,10,1.2,0.01,False,4.85,431.32,6.54,66,65.15,12.64,-4.88
10,10,4,10,10,4,4,10,1.3,0.01,False,4.85,431.32,6.54,66,65.15,12.64,-4.88
10,10,4,10,10,4,10,4,1,0.01,False,5.37,476.08,7.32,65,66.15,13.6,-4.95
10,10,4,10,10,4,10,4,1.1,0.01,False,5.37,476.08,7.32,65,66.15,13.6,-4.95
10,10,4,10,10,4,10,4,1.2,0.01,False,5.37,476.08,7.32,65,66.15,13.6,-4.95
10,10,4,10,10,4,10,4,1.3,0.01,False,5.37,476.08,7.32,65,66.15,13.6,-4.95
10,10,4,10,10,4,10,10,1,0.01,False,6.95,441.87,8.84,50,70.0,14.75,-4.95
10,10,4,10,10,4,10,10,1.1,0.01,False,6.95,441.87,8.84,50,70.0,14.75,-4.95
10,10,4,10,10,4,10,10,1.2,0.01,False,6.95,441.87,8.84,50,70.0,14.75,-4.95
10,10,4,10,10,4,10,10,1.3,0.01,False,6.95,441.87,8.84,50,70.0,14.75,-4.95
10,10,4,10,10,10,4,4,1,0.01,False,2.9,208.53,5.35,39,51.28,15.91,-5.77
10,10,4,10,10,10,4,4,1.1,0.01,False,2.9,208.53,5.35,39,51.28,15.91,-5.77
10,10,4,10,10,10,4,4,1.2,0.01,False,2.9,208.53,5.35,39,51.28,15.91,-5.77
10,10,4,10,10,10,4,4,1.3,0.01,False,2.9,208.53,5.35,39,51.28,15.91,-5.77
10,10,4,10,10,10,4,10,1,0.01,False,4.13,303.51,5.95,51,60.78,12.92,-4.84
10,10,4,10,10,10,4,10,1.1,0.01,False,4.13,303.51,5.95,51,60.78,12.92,-4.84
10,10,4,10,10,10,4,10,1.2,0.01,False,4.13,303.51,5.95,51,60.78,12.92,-4.84
10,10,4,10,10,10,4,10,1.3,0.01,False,4.13,303.51,5.95,51,60.78,12.92,-4.84
10,10,4,10,10,10,10,4,1,0.01,False,3.64,278.97,5.47,51,60.78,12.41,-5.29
10,10,4,10,10,10,10,4,1.1,0.01,False,3.64,278.97,5.47,51,60.78,12.41,-5.29
10,10,4,10,10,10,10,4,1.2,0.01,False,3.64,278.97,5.47,51,60.78,12.41,-5.29
10,10,4,10,10,10,10,4,1.3,0.01,False,3.64,278.97,5.47,51,60.78,12.41,-5.29
10,10,4,10,10,10,10,10,1,0.01,False,4.63,230.64,7.95,29,58.62,17.31,-5.3
10,10,4,10,10,10,10,10,1.1,0.01,False,4.63,230.64,7.95,29,58.62,17.31,-5.3
10,10,4,10,10,10,10,10,1.2,0.01,False,4.63,230.64,7.95,29,58.62,17.31,-5.3
10,10,4,10,10,10,10,10,1.3,0.01,False,4.63,230.64,7.95,29,58.62,17.31,-5.3
10,10,10,4,4,4,4,4,1,0.01,False,2.91,250.93,4.18,60,58.33,10.92,-5.25
10,10,10,4,4,4,4,4,1.1,0.01,False,2.91,250.93,4.18,60,58.33,10.92,-5.25
10,10,10,4,4,4,4,4,1.2,0.01,False,2.91,250.93,4.18,60,58.33,10.92,-5.25
10,10,10,4,4,4,4,4,1.3,0.01,False,2.91,250.93,4.18,60,58.33,10.92,-5.25
10,10,10,4,4,4,4,10,1,0.01,False,3.92,332.01,5.11,65,61.54,11.15,-4.56
10,10,10,4,4,4,4,10,1.1,0.01,False,3.92,332.01,5.11,65,61.54,11.15,-4.56
10,10,10,4,4,4,4,10,1.2,0.01,False,3.92,332.01,5.11,65,61.54,11.15,-4.56
10,10,10,4,4,4,4,10,1.3,0.01,False,3.92,332.01,5.11,65,61.54,11.15,-4.56
10,10,10,4,4,4,10,4,1,0.01,False,2.93,269.74,4.09,66,57.58,10.78,-5.0
10,10,10,4,4,4,10,4,1.1,0.01,False,2.93,269.74,4.09,66,57.58,10.78,-5.0
10,10,10,4,4,4,10,4,1.2,0.01,False,2.93,269.74,4.09,66,57.58,10.78,-5.0
10,10,10,4,4,4,10,4,1.3,0.01,False,2.93,269.74,4.09,66,57.58,10.78,-5.0
10,10,10,4,4,4,10,10,1,0.01,False,4.09,282.22,5.43,52,63.46,11.32,-4.81
10,10,10,4,4,4,10,10,1.1,0.01,False,4.09,282.22,5.43,52,63.46,11.32,-4.81
10,10,10,4,4,4,10,10,1.2,0.01,False,4.09,282.22,5.43,52,63.46,11.32,-4.81
10,10,10,4,4,4,10,10,1.3,0.01,False,4.09,282.22,5.43,52,63.46,11.32,-4.81
10,10,10,4,4,10,4,4,1,0.01,False,2.4,171.3,3.43,50,48.0,12.23,-4.7
10,10,10,4,4,10,4,4,1.1,0.01,False,2.4,171.3,3.43,50,48.0,12.23,-4.7
10,10,10,4,4,10,4,4,1.2,0.01,False,2.4,171.3,3.43,50,48.0,12.23,-4.7
10,10,10,4,4,10,4,4,1.3,0.01,False,2.4,171.3,3.43,50,48.0,12.23,-4.7
10,10,10,4,4,10,4,10,1,0.01,False,3.34,253.69,4.3,59,57.63,10.65,-4.33
10,10,10,4,4,10,4,10,1.1,0.01,False,3.34,253.69,4.3,59,57.63,10.65,-4.33
10,10,10,4,4,10,4,10,1.2,0.01,False,3.34,253.69,4.3,59,57.63,10.65,-4.33
10,10,10,4,4,10,4,10,1.3,0.01,False,3.34,253.69,4.3,59,57.63,10.65,-4.33
10,10,10,4,4,10,10,4,1,0.01,False,2.2,151.4,2.66,57,50.88,9.56,-4.5
10,10,10,4,4,10,10,4,1.1,0.01,False,2.2,151.4,2.66,57,50.88,9.56,-4.5
10,10,10,4,4,10,10,4,1.2,0.01,False,2.2,151.4,2.66,57,50.88,9.56,-4.5
10,10,10,4,4,10,10,4,1.3,0.01,False,2.2,151.4,2.66,57,50.88,9.56,-4.5
10,10,10,4,4,10,10,10,1,0.01,False,2.83,147.99,3.79,39,51.28,11.44,-4.25
10,10,10,4,4,10,10,10,1.1,0.01,False,2.83,147.99,3.79,39,51.28,11.44,-4.25
10,10,10,4,4,10,10,10,1.2,0.01,False,2.83,147.99,3.79,39,51.28,11.44,-4.25
10,10,10,4,4,10,10,10,1.3,0.01,False,2.83,147.99,3.79,39,51.28,11.44,-4.25
10,10,10,4,10,4,4,4,1,0.01,False,5.13,414.23,6.68,62,67.74,12.25,-5.02
10,10,10,4,10,4,4,4,1.1,0.01,False,5.13,414.23,6.68,62,67.74,12.25,-5.02
10,10,10,4,10,4,4,4,1.2,0.01,False,5.13,414.23,6.68,62,67.74,12.25,-5.02
10,10,10,4,10,4,4,4,1.3,0.01,False,5.13,414.23,6.68,62,67.74,12.25,-5.02
10,10,10,4,10,4,4,10,1,0.01,False,5.45,445.23,6.45,69,68.12,11.6,-4.54
10,10,10,4,10,4,4,10,1.1,0.01,False,5.45,445.23,6.45,69,68.12,11.6,-4.54
10,10,10,4,10,4,4,10,1.2,0.01,False,5.45,445.23,6.45,69,68.12,11.6,-4.54
10,10,10,4,10,4,4,10,1.3,0.01,False,5.45,445.23,6.45,69,68.12,11.6,-4.54
10,10,10,4,10,4,10,4,1,0.01,False,5.27,434.04,6.58,66,66.67,12.17,-4.62
10,10,10,4,10,4,10,4,1.1,0.01,False,5.27,434.04,6.58,66,66.67,12.17,-4.62
10,10,10,4,10,4,10,4,1.2,0.01,False,5.27,434.04,6.58,66,66.67,12.17,-4.62
10,10,10,4,10,4,10,4,1.3,0.01,False,5.27,434.04,6.58,66,66.67,12.17,-4.62
10,10,10,4,10,4,10,10,1,0.01,False,7.72,440.5,8.01,55,72.73,12.65,-4.37
10,10,10,4,10,4,10,10,1.1,0.01,False,7.72,440.5,8.01,55,72.73,12.65,-4.37
10,10,10,4,10,4,10,10,1.2,0.01,False,7.72,440.5,8.01,55,72.73,12.65,-4.37
10,10,10,4,10,4,10,10,1.3,0.01,False,7.72,440.5,8.01,55,72.73,12.65,-4.37
10,10,10,4,10,10,4,4,1,0.01,False,3.37,224.56,5.22,43,58.14,12.77,-5.27
10,10,10,4,10,10,4,4,1.1,0.01,False,3.37,224.56,5.22,43,58.14,12.77,-5.27
10,10,10,4,10,10,4,4,1.2,0.01,False,3.37,224.56,5.22,43,58.14,12.77,-5.27
10,10,10,4,10,10,4,4,1.3,0.01,False,3.37,224.56,5.22,43,58.14,12.77,-5.27
10,10,10,4,10,10,4,10,1,0.01,False,4.75,317.42,5.88,54,64.81,11.49,-4.46
10,10,10,4,10,10,4,10,1.1,0.01,False,4.75,317.42,5.88,54,64.81,11.49,-4.46
10,10,10,4,10,10,4,10,1.2,0.01,False,4.75,317.42,5.88,54,64.81,11.49,-4.46
10,10,10,4,10,10,4,10,1.3,0.01,False,4.75,317.42,5.88,54,64.81,11.49,-4.46
10,10,10,4,10,10,10,4,1,0.01,False,3.35,235.28,4.44,53,60.38,10.48,-4.76
10,10,10,4,10,10,10,4,1.1,0.01,False,3.35,235.28,4.44,53,60.38,10.48,-4.76
10,10,10,4,10,10,10,4,1.2,0.01,False,3.35,235.28,4.44,53,60.38,10.48,-4.76
10,10,10,4,10,10,10,4,1.3,0.01,False,3.35,235.28,4.44,53,60.38,10.48,-4.76
10,10,10,4,10,10,10,10,1,0.01,False,5.17,229.15,6.74,34,64.71,12.91,-4.57
10,10,10,4,10,10,10,10,1.1,0.01,False,5.17,229.15,6.74,34,64.71,12.91,-4.57
10,10,10,4,10,10,10,10,1.2,0.01,False,5.17,229.15,6.74,34,64.71,12.91,-4.57
10,10,10,4,10,10,10,10,1.3,0.01,False,5.17,229.15,6.74,34,64.71,12.91,-4.57
10,10,10,10,4,4,4,4,1,0.01,False,3.09,209.8,4.46,47,59.57,11.08,-5.29
10,10,10,10,4,4,4,4,1.1,0.01,False,3.09,209.8,4.46,47,59.57,11.08,-5.29
10,10,10,10,4,4,4,4,1.2,0.01,False,3.09,209.8,4.46,47,59.57,11.08,-5.29
10,10,10,10,4,4,4,4,1.3,0.01,False,3.09,209.8,4.46,47,59.57,11.08,-5.29
10,10,10,10,4,4,4,10,1,0.01,False,4.99,317.5,6.11,52,65.38,11.68,-4.42
10,10,10,10,4,4,4,10,1.1,0.01,False,4.99,317.5,6.11,52,65.38,11.68,-4.42
10,10,10,10,4,4,4,10,1.2,0.01,False,4.99,317.5,6.11,52,65.38,11.68,-4.42
10,10,10,10,4,4,4,10,1.3,0.01,False,4.99,317.5,6.11,52,65.38,11.68,-4.42
10,10,10,10,4,4,10,4,1,0.01,False,3.43,255.18,4.81,53,60.38,11.26,-5.0
10,10,10,10,4,4,10,4,1.1,0.01,False,3.43,255.18,4.81,53,60.38,11.26,-5.0
10,10,10,10,4,4,10,4,1.2,0.01,False,3.43,255.18,4.81,53,60.38,11.26,-5.0
10,10,10,10,4,4,10,4,1.3,0.01,False,3.43,255.18,4.81,53,60.38,11.26,-5.0
10,10,10,10,4,4,10,10,1,0.01,False,5.73,233.74,7.08,33,69.7,12.31,-4.94
10,10,10,10,4,4,10,10,1.1,0.01,False,5.73,233.74,7.08,33,69.7,12.31,-4.94
10,10,10,10,4,4,10,10,1.2,0.01,False,5.73,233.74,7.08,33,69.7,12.31,-4.94
10,10,10,10,4,4,10,10,1.3,0.01,False,5.73,233.74,7.08,33,69.7,12.31,-4.94
10,10,10,10,4,10,4,4,1,0.01,False,2.9,187.24,4.46,42,50.0,13.61,-4.69
10,10,10,10,4,10,4,4,1.1,0.01,False,2.9,187.24,4.46,42,50.0,13.61,-4.69
10,10,10,10,4,10,4,4,1.2,0.01,False,2.9,187.24,4.46,42,50.0,13.61,-4.69
10,10,10,10,4,10,4,4,1.3,0.01,False,2.9,187.24,4.46,42,50.0,13.61,-4.69
10,10,10,10,4,10,4,10,1,0.01,False,4.75,309.1,5.94,52,61.54,12.24,-4.12
10,10,10,10,4,10,4,10,1.1,0.01,False,4.75,309.1,5.94,52,61.54,12.24,-4.12
10,10,10,10,4,10,4,10,1.2,0.01,False,4.75,309.1,5.94,52,61.54,12.24,-4.12
10,10,10,10,4,10,4,10,1.3,0.01,False,4.75,309.1,5.94,52,61.54,12.24,-4.12
10,10,10,10,4,10,10,4,1,0.01,False,3.28,223.39,4.47,50,56.0,11.48,-4.45
10,10,10,10,4,10,10,4,1.1,0.01,False,3.28,223.39,4.47,50,56.0,11.48,-4.45
10,10,10,10,4,10,10,4,1.2,0.01,False,3.28,223.39,4.47,50,56.0,11.48,-4.45
10,10,10,10,4,10,10,4,1.3,0.01,False,3.28,223.39,4.47,50,56.0,11.48,-4.45
10,10,10,10,4,10,10,10,1,0.01,False,4.89,184.49,6.83,27,55.56,15.46,-3.95
10,10,10,10,4,10,10,10,1.1,0.01,False,4.89,184.49,6.83,27,55.56,15.46,-3.95
10,10,10,10,4,10,10,10,1.2,0.01,False,4.89,184.49,6.83,27,55.56,15.46,-3.95
10,10,10,10,4,10,10,10,1.3,0.01,False,4.89,184.49,6.83,27,55.56,15.46,-3.95
10,10,10,10,10,4,4,4,1,0.01,False,6.27,403.62,7.76,52,71.15,12.98,-5.11
10,10,10,10,10,4,4,4,1.1,0.01,False,6.27,403.62,7.76,52,71.15,12.98,-5.11
10,10,10,10,10,4,4,4,1.2,0.01,False,6.27,403.62,7.76,52,71.15,12.98,-5.11
10,10,10,10,10,4,4,4,1.3,0.01,False,6.27,403.62,7.76,52,71.15,12.98,-5.11
10,10,10,10,10,4,4,10,1,0.01,False,7.36,461.36,7.82,59,72.88,12.42,-4.54
10,10,10,10,10,4,4,10,1.1,0.01,False,7.36,461.36,7.82,59,72.88,12.42,-4.54
10,10,10,10,10,4,4,10,1.2,0.01,False,7.36,461.36,7.82,59,72.88,12.42,-4.54
10,10,10,10,10,4,4,10,1.3,0.01,False,7.36,461.36,7.82,59,72.88,12.42,-4.54
10,10,10,10,10,4,10,4,1,0.01,False,6.96,448.46,7.87,57,70.18,13.09,-4.43
10,10,10,10,10,4,10,4,1.1,0.01,False,6.96,448.46,7.87,57,70.18,13.09,-4.43
10,10,10,10,10,4,10,4,1.2,0.01,False,6.96,448.46,7.87,57,70.18,13.09,-4.43
10,10,10,10,10,4,10,4,1.3,0.01,False,6.96,448.46,7.87,57,70.18,13.09,-4.43
10,10,10,10,10,4,10,10,1,0.01,False,14.86,422.55,10.83,39,82.05,14.16,-4.36
10,10,10,10,10,4,10,10,1.1,0.01,False,14.86,422.55,10.83,39,82.05,14.16,-4.36
10,10,10,10,10,4,10,10,1.2,0.01,False,14.86,422.55,10.83,39,82.05,14.16,-4.36
10,10,10,10,10,4,10,10,1.3,0.01,False,14.86,422.55,10.83,39,82.05,14.16,-4.36
10,10,10,10,10,10,4,4,1,0.01,False,4.18,225.43,6.63,34,61.76,14.12,-5.46
10,10,10,10,10,10,4,4,1.1,0.01,False,4.18,225.43,6.63,34,61.76,14.12,-5.46
10,10,10,10,10,10,4,4,1.2,0.01,False,4.18,225.43,6.63,34,61.76,14.12,-5.46
10,10,10,10,10,10,4,4,1.3,0.01,False,4.18,225.43,6.63,34,61.76,14.12,-5.46
10,10,10,10,10,10,4,10,1,0.01,False,7.02,344.92,7.66,45,71.11,12.57,-4.41
10,10,10,10,10,10,4,10,1.1,0.01,False,7.02,344.92,7.66,45,71.11,12.57,-4.41
10,10,10,10,10,10,4,10,1.2,0.01,False,7.02,344.92,7.66,45,71.11,12.57,-4.41
10,10,10,10,10,10,4,10,1.3,0.01,False,7.02,344.92,7.66,45,71.11,12.57,-4.41
10,10,10,10,10,10,10,4,1,0.01,False,4.65,262.72,5.97,44,65.91,11.54,-4.8
10,10,10,10,10,10,10,4,1.1,0.01,False,4.65,262.72,5.97,44,65.91,11.54,-4.8
10,10,10,10,10,10,10,4,1.2,0.01,False,4.65,262.72,5.97,44,65.91,11.54,-4.8
10,10,10,10,10,10,10,4,1.3,0.01,False,4.65,262.72,5.97,44,65.91,11.54,-4.8
