high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_n_on_trend,high_by_point_m_on_trend,low_by_point_n_on_trend,low_by_point_m_on_trend,power_scaling_factor,mintick,debug_mode,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count,Winning entry%,Avg Winner%,Avg Loser%,Scale
14,4,14,14,4,4,14,4,2,0.01,False,6.17,646.05,12.42,52,63.46,23.37,-6.58,1.755
14,4,14,14,4,4,14,14,1.1,0.01,False,5.91,687.11,16.36,42,64.29,30.63,-9.32,2.098
14,4,14,14,4,4,14,14,1.3,0.01,False,5.92,655.49,15.61,42,64.29,29.21,-8.87,2.005
14,4,14,14,4,4,14,14,1.5,0.01,False,5.93,628.15,14.96,42,64.29,27.98,-8.49,1.923
14,4,14,14,4,4,14,14,2,0.01,False,5.93,573.35,13.65,42,64.29,25.54,-7.76,1.755
14,4,14,14,4,14,4,4,1.1,0.01,False,3.51,589.07,12.02,49,51.02,32.94,-9.77,2.098
14,4,14,14,4,14,4,4,1.3,0.01,False,3.52,562.57,11.48,49,51.02,31.42,-9.29,2.005
14,4,14,14,4,14,4,4,1.5,0.01,False,3.53,539.41,11.01,49,51.02,30.11,-8.89,1.923
14,4,14,14,4,14,4,4,2,0.01,False,3.53,492.28,10.05,49,51.02,27.49,-8.12,1.755
14,4,14,14,4,14,4,14,1.1,0.01,False,3.98,842.72,13.17,64,57.81,30.42,-10.48,2.098
14,4,14,14,4,14,4,14,1.3,0.01,False,3.99,804.13,12.56,64,57.81,29.01,-9.98,2.005
14,4,14,14,4,14,4,14,1.5,0.01,False,3.99,770.69,12.04,64,57.81,27.8,-9.55,1.923
14,4,14,14,4,14,4,14,2,0.01,False,3.99,703.43,10.99,64,57.81,25.37,-8.72,1.755
14,4,14,14,4,14,14,4,1.1,0.01,False,4.4,758.06,13.78,55,54.55,32.71,-8.93,2.098
14,4,14,14,4,14,14,4,1.3,0.01,False,4.41,723.58,13.16,55,54.55,31.2,-8.5,2.005
14,4,14,14,4,14,14,4,1.5,0.01,False,4.41,693.61,12.61,55,54.55,29.9,-8.14,1.923
14,4,14,14,4,14,14,4,2,0.01,False,4.41,633.04,11.51,55,54.55,27.29,-7.43,1.755
14,4,14,14,4,14,14,14,1.1,0.01,False,5.63,700.42,20.01,35,57.14,42.58,-10.07,2.098
14,4,14,14,4,14,14,14,1.3,0.01,False,5.63,669.31,19.12,35,57.14,40.69,-9.63,2.005
14,4,14,14,4,14,14,14,1.5,0.01,False,5.63,641.96,18.34,35,57.14,39.02,-9.23,1.923
14,4,14,14,4,14,14,14,2,0.01,False,5.63,585.81,16.74,35,57.14,35.61,-8.43,1.755
14,4,14,14,14,4,4,4,1.1,0.01,False,4.77,775.14,16.15,48,60.42,33.82,-10.83,2.098
14,4,14,14,14,4,4,4,1.3,0.01,False,4.77,738.75,15.39,48,60.42,32.23,-10.31,2.005
14,4,14,14,14,4,4,4,1.5,0.01,False,4.77,707.59,14.74,48,60.42,30.87,-9.88,1.923
14,4,14,14,14,4,4,4,2,0.01,False,4.77,645.94,13.46,48,60.42,28.18,-9.02,1.755
14,4,14,14,14,4,4,14,1.1,0.01,False,4.16,954.31,12.72,75,60.0,27.91,-10.06,2.098
14,4,14,14,14,4,4,14,1.3,0.01,False,4.17,910.57,12.14,75,60.0,26.62,-9.58,2.005
14,4,14,14,14,4,4,14,1.5,0.01,False,4.17,872.69,11.64,75,60.0,25.51,-9.17,1.923
14,4,14,14,14,4,4,14,2,0.01,False,4.17,796.53,10.62,75,60.0,23.28,-8.38,1.755
14,4,14,14,14,4,14,4,1.1,0.01,False,5.59,928.01,17.51,53,58.49,36.46,-9.19,2.098
14,4,14,14,14,4,14,4,1.3,0.01,False,5.6,885.74,16.71,53,58.49,34.78,-8.75,2.005
14,4,14,14,14,4,14,4,1.5,0.01,False,5.61,849.02,16.02,53,58.49,33.33,-8.38,1.923
14,4,14,14,14,4,14,4,2,0.01,False,5.6,774.89,14.62,53,58.49,30.43,-7.65,1.755
14,4,14,14,14,4,14,14,1.1,0.01,False,8.43,939.96,22.93,41,70.73,36.78,-10.54,2.098
14,4,14,14,14,4,14,14,1.3,0.01,False,8.43,898.21,21.91,41,70.73,35.14,-10.08,2.005
14,4,14,14,14,4,14,14,1.5,0.01,False,8.43,861.51,21.01,41,70.73,33.71,-9.66,1.923
14,4,14,14,14,4,14,14,2,0.01,False,8.43,786.16,19.17,41,70.73,30.76,-8.82,1.755
14,4,14,14,14,14,4,4,1.1,0.01,False,3.84,545.49,13.64,40,57.5,32.07,-11.3,2.098
14,4,14,14,14,14,4,4,1.3,0.01,False,3.84,520.73,13.02,40,57.5,30.61,-10.79,2.005
14,4,14,14,14,14,4,4,1.5,0.01,False,3.84,499.19,12.48,40,57.5,29.35,-10.34,1.923
14,4,14,14,14,14,4,4,2,0.01,False,3.84,455.6,11.39,40,57.5,26.78,-9.44,1.755
14,4,14,14,14,14,4,14,1.1,0.01,False,4.29,814.79,14.29,57,61.4,30.35,-11.25,2.098
14,4,14,14,14,14,4,14,1.3,0.01,False,4.29,778.6,13.66,57,61.4,29.01,-10.75,2.005
14,4,14,14,14,14,4,14,1.5,0.01,False,4.29,746.78,13.1,57,61.4,27.82,-10.31,1.923
14,4,14,14,14,14,4,14,2,0.01,False,4.29,681.47,11.96,57,61.4,25.39,-9.41,1.755
14,4,14,14,14,14,14,4,1.1,0.01,False,5.13,730.41,16.23,45,60.0,33.6,-9.83,2.098
14,4,14,14,14,14,14,4,1.3,0.01,False,5.13,697.97,15.51,45,60.0,32.11,-9.39,2.005
14,4,14,14,14,14,14,4,1.5,0.01,False,5.13,669.45,14.88,45,60.0,30.8,-9.01,1.923
14,4,14,14,14,14,14,4,2,0.01,False,5.13,610.9,13.58,45,60.0,28.1,-8.22,1.755
14,4,14,14,14,14,14,14,1.1,0.01,False,8.49,687.28,25.45,27,66.67,43.28,-10.19,2.098
14,4,14,14,14,14,14,14,1.3,0.01,False,8.5,657.97,24.37,27,66.67,41.43,-9.75,2.005
14,4,14,14,14,14,14,14,1.5,0.01,False,8.5,631.68,23.4,27,66.67,39.77,-9.36,1.923
14,4,14,14,14,14,14,14,2,0.01,False,8.5,576.28,21.34,27,66.67,36.29,-8.54,1.755
14,14,4,4,4,4,4,4,1.1,0.01,False,2.93,367.21,7.2,51,56.86,19.23,-8.65,1.846
14,14,4,4,4,4,4,4,1.3,0.01,False,2.94,347.04,6.8,51,56.86,18.15,-8.15,1.752
14,14,4,4,4,4,4,4,1.5,0.01,False,2.94,330.95,6.49,51,56.86,17.3,-7.76,1.675
14,14,4,4,4,4,4,4,2,0.01,False,2.94,302.48,5.93,51,56.86,15.81,-7.1,1.53
14,14,4,4,4,4,4,14,1.1,0.01,False,4.17,629.08,9.39,67,62.69,19.7,-7.94,1.846
14,14,4,4,4,4,4,14,1.3,0.01,False,4.18,595.98,8.9,67,62.69,18.65,-7.49,1.752
14,14,4,4,4,4,4,14,1.5,0.01,False,4.19,569.07,8.49,67,62.69,17.8,-7.14,1.675
14,14,4,4,4,4,4,14,2,0.01,False,4.19,519.93,7.76,67,62.69,16.27,-6.53,1.53
14,14,4,4,4,4,14,4,1.1,0.01,False,6.06,611.4,11.32,54,68.52,19.79,-7.1,1.846
14,14,4,4,4,4,14,4,1.3,0.01,False,6.08,579.39,10.73,54,68.52,18.74,-6.71,1.752
14,14,4,4,4,4,14,4,1.5,0.01,False,6.09,553.3,10.25,54,68.52,17.89,-6.39,1.675
14,14,4,4,4,4,14,4,2,0.01,False,6.09,505.51,9.36,54,68.52,16.35,-5.84,1.53
14,14,4,4,4,4,14,14,1.1,0.01,False,4.74,467.69,11.99,39,66.67,22.79,-9.61,1.846
14,14,4,4,4,4,14,14,1.3,0.01,False,4.74,444.03,11.39,39,66.67,21.64,-9.12,1.752
14,14,4,4,4,4,14,14,1.5,0.01,False,4.74,424.45,10.88,39,66.67,20.68,-8.72,1.675
14,14,4,4,4,4,14,14,2,0.01,False,4.74,387.68,9.94,39,66.67,18.89,-7.96,1.53
14,14,4,4,4,14,4,4,1.1,0.01,False,3.18,440.82,9.38,47,53.19,25.73,-9.2,1.846
14,14,4,4,4,14,4,4,1.3,0.01,False,3.18,417.89,8.89,47,53.19,24.38,-8.71,1.752
14,14,4,4,4,14,4,4,1.5,0.01,False,3.18,399.15,8.49,47,53.19,23.28,-8.31,1.675
14,14,4,4,4,14,4,4,2,0.01,False,3.18,364.65,7.76,47,53.19,21.27,-7.59,1.53
14,14,4,4,4,14,4,14,1.1,0.01,False,3.3,577.92,9.32,62,59.68,22.42,-10.07,1.846
14,14,4,4,4,14,4,14,1.3,0.01,False,3.3,548.69,8.85,62,59.68,21.29,-9.56,1.752
14,14,4,4,4,14,4,14,1.5,0.01,False,3.3,524.5,8.46,62,59.68,20.35,-9.14,1.675
14,14,4,4,4,14,4,14,2,0.01,False,3.3,479.06,7.73,62,59.68,18.59,-8.35,1.53
14,14,4,4,4,14,14,4,1.1,0.01,False,4.21,590.96,10.55,56,60.71,22.79,-8.36,1.846
14,14,4,4,4,14,14,4,1.3,0.01,False,4.21,561.06,10.02,56,60.71,21.63,-7.93,1.752
14,14,4,4,4,14,14,4,1.5,0.01,False,4.21,536.32,9.58,56,60.71,20.68,-7.58,1.675
14,14,4,4,4,14,14,4,2,0.01,False,4.21,489.86,8.75,56,60.71,18.89,-6.93,1.53
14,14,4,4,4,14,14,14,1.1,0.01,False,4.75,487.4,14.34,34,61.76,29.4,-10.0,1.846
14,14,4,4,4,14,14,14,1.3,0.01,False,4.74,463.47,13.63,34,61.76,27.97,-9.53,1.752
14,14,4,4,4,14,14,14,1.5,0.01,False,4.74,443.39,13.04,34,61.76,26.76,-9.13,1.675
14,14,4,4,4,14,14,14,2,0.01,False,4.74,404.89,11.91,34,61.76,24.44,-8.33,1.53
14,14,4,4,14,4,4,4,1.1,0.01,False,5.01,698.0,15.17,46,63.04,30.08,-10.25,1.846
14,14,4,4,14,4,4,4,1.3,0.01,False,5.0,660.48,14.36,46,63.04,28.47,-9.71,1.752
14,14,4,4,14,4,4,4,1.5,0.01,False,5.0,630.25,13.7,46,63.04,27.17,-9.27,1.675
14,14,4,4,14,4,4,4,2,0.01,False,5.0,575.93,12.52,46,63.04,24.83,-8.47,1.53
14,14,4,4,14,4,4,14,1.1,0.01,False,4.43,869.61,11.91,73,64.38,23.89,-9.74,1.846
14,14,4,4,14,4,4,14,1.3,0.01,False,4.43,825.62,11.31,73,64.38,22.68,-9.25,1.752
14,14,4,4,14,4,4,14,1.5,0.01,False,4.43,789.22,10.81,73,64.38,21.68,-8.84,1.675
14,14,4,4,14,4,4,14,2,0.01,False,4.43,720.85,9.87,73,64.38,19.8,-8.08,1.53
14,14,4,4,14,4,14,4,1.1,0.01,False,7.29,927.3,16.86,55,69.09,28.28,-8.68,1.846
14,14,4,4,14,4,14,4,1.3,0.01,False,7.29,880.39,16.01,55,69.09,26.85,-8.24,1.752
14,14,4,4,14,4,14,4,1.5,0.01,False,7.29,841.57,15.3,55,69.09,25.67,-7.87,1.675
14,14,4,4,14,4,14,4,2,0.01,False,7.29,768.67,13.98,55,69.09,23.45,-7.19,1.53
14,14,4,4,14,4,14,14,1.1,0.01,False,10.83,898.05,22.45,40,77.5,31.92,-10.15,1.846
14,14,4,4,14,4,14,14,1.3,0.01,False,10.83,855.0,21.38,40,77.5,30.39,-9.66,1.752
14,14,4,4,14,4,14,14,1.5,0.01,False,10.83,818.49,20.46,40,77.5,29.09,-9.25,1.675
14,14,4,4,14,4,14,14,2,0.01,False,10.83,747.29,18.68,40,77.5,26.56,-8.44,1.53
14,14,4,4,14,14,4,4,1.1,0.01,False,3.62,427.05,11.24,38,57.89,26.81,-10.18,1.846
14,14,4,4,14,14,4,4,1.3,0.01,False,3.62,405.45,10.67,38,57.89,25.46,-9.66,1.752
14,14,4,4,14,14,4,4,1.5,0.01,False,3.62,387.57,10.2,38,57.89,24.33,-9.24,1.675
14,14,4,4,14,14,4,4,2,0.01,False,3.62,354.0,9.32,38,57.89,22.23,-8.44,1.53
14,14,4,4,14,14,4,14,1.1,0.01,False,3.8,623.45,10.94,57,63.16,23.51,-10.61,1.846
14,14,4,4,14,14,4,14,1.3,0.01,False,3.79,593.37,10.41,57,63.16,22.38,-10.11,1.752
14,14,4,4,14,14,4,14,1.5,0.01,False,3.79,567.94,9.96,57,63.16,21.43,-9.68,1.675
14,14,4,4,14,14,4,14,2,0.01,False,3.79,518.56,9.1,57,63.16,19.56,-8.84,1.53
14,14,4,4,14,14,14,4,1.1,0.01,False,5.08,590.92,12.31,48,66.67,22.99,-9.05,1.846
14,14,4,4,14,14,14,4,1.3,0.01,False,5.07,562.14,11.71,48,66.67,21.88,-8.63,1.752
14,14,4,4,14,14,14,4,1.5,0.01,False,5.07,537.9,11.21,48,66.67,20.94,-8.26,1.675
14,14,4,4,14,14,14,4,2,0.01,False,5.07,491.17,10.23,48,66.67,19.12,-7.54,1.53
14,14,4,4,14,14,14,14,1.1,0.01,False,7.64,493.04,19.72,25,72.0,31.52,-10.61,1.846
14,14,4,4,14,14,14,14,1.3,0.01,False,7.65,470.45,18.82,25,72.0,30.06,-10.1,1.752
14,14,4,4,14,14,14,14,1.5,0.01,False,7.66,450.88,18.04,25,72.0,28.81,-9.67,1.675
14,14,4,4,14,14,14,14,2,0.01,False,7.66,411.53,16.46,25,72.0,26.3,-8.83,1.53
14,14,4,14,4,4,4,4,1.1,0.01,False,2.87,394.66,7.59,52,55.77,20.9,-9.19,2.098
14,14,4,14,4,4,4,4,1.3,0.01,False,2.87,375.46,7.22,52,55.77,19.86,-8.71,2.005
14,14,4,14,4,4,4,4,1.5,0.01,False,2.88,359.29,6.91,52,55.77,18.99,-8.32,1.923
14,14,4,14,4,4,4,4,2,0.01,False,2.88,328.07,6.31,52,55.77,17.34,-7.6,1.755
14,14,4,14,4,4,4,14,1.1,0.01,False,4.08,693.46,9.77,71,60.56,21.37,-8.05,2.098
14,14,4,14,4,4,4,14,1.3,0.01,False,4.09,660.69,9.31,71,60.56,20.33,-7.63,2.005
14,14,4,14,4,4,4,14,1.5,0.01,False,4.1,632.72,8.91,71,60.56,19.46,-7.29,1.923
14,14,4,14,4,4,4,14,2,0.01,False,4.1,577.62,8.14,71,60.56,17.77,-6.66,1.755
14,14,4,14,4,4,14,4,1.1,0.01,False,4.61,593.31,10.99,54,61.11,22.96,-7.83,2.098
14,14,4,14,4,4,14,4,1.3,0.01,False,4.63,565.62,10.47,54,61.11,21.87,-7.43,2.005
14,14,4,14,4,4,14,4,1.5,0.01,False,4.64,541.85,10.03,54,61.11,20.93,-7.1,1.923
14,14,4,14,4,4,14,4,2,0.01,False,4.63,494.62,9.16,54,61.11,19.11,-6.48,1.755
14,14,4,14,4,4,14,14,1.1,0.01,False,4.68,489.57,12.55,39,64.1,24.9,-9.5,2.098
14,14,4,14,4,4,14,14,1.3,0.01,False,4.69,467.19,11.98,39,64.1,23.76,-9.05,2.005
14,14,4,14,4,4,14,14,1.5,0.01,False,4.69,447.79,11.48,39,64.1,22.76,-8.66,1.923
14,14,4,14,4,4,14,14,2,0.01,False,4.69,408.7,10.48,39,64.1,20.78,-7.91,1.755
14,14,4,14,4,14,4,4,1.1,0.01,False,2.95,413.11,9.84,42,50.0,29.78,-10.11,2.098
14,14,4,14,4,14,4,4,1.3,0.01,False,2.95,394.06,9.38,42,50.0,28.38,-9.61,2.005
14,14,4,14,4,14,4,4,1.5,0.01,False,2.95,377.61,8.99,42,50.0,27.18,-9.2,1.923
14,14,4,14,4,14,4,4,2,0.01,False,2.95,344.67,8.21,42,50.0,24.81,-8.4,1.755
14,14,4,14,4,14,4,14,1.1,0.01,False,3.06,558.66,9.31,60,56.67,24.41,-10.44,2.098
14,14,4,14,4,14,4,14,1.3,0.01,False,3.06,533.16,8.89,60,56.67,23.28,-9.94,2.005
14,14,4,14,4,14,4,14,1.5,0.01,False,3.07,511.02,8.52,60,56.67,22.31,-9.51,1.923
14,14,4,14,4,14,4,14,2,0.01,False,3.07,466.41,7.77,60,56.67,20.36,-8.69,1.755
14,14,4,14,4,14,14,4,1.1,0.01,False,3.64,480.94,10.93,44,56.82,26.52,-9.58,2.098
14,14,4,14,4,14,14,4,1.3,0.01,False,3.65,459.25,10.44,44,56.82,25.3,-9.12,2.005
14,14,4,14,4,14,14,4,1.5,0.01,False,3.66,440.31,10.01,44,56.82,24.24,-8.73,1.923
14,14,4,14,4,14,14,4,2,0.01,False,3.65,401.84,9.13,44,56.82,22.13,-7.97,1.755
14,14,4,14,4,14,14,14,1.1,0.01,False,3.99,382.64,14.17,27,55.56,34.04,-10.67,2.098
14,14,4,14,4,14,14,14,1.3,0.01,False,3.99,365.65,13.54,27,55.56,32.53,-10.19,2.005
14,14,4,14,4,14,14,14,1.5,0.01,False,3.99,350.7,12.99,27,55.56,31.2,-9.78,1.923
14,14,4,14,4,14,14,14,2,0.01,False,3.99,320.03,11.85,27,55.56,28.47,-8.92,1.755
14,14,4,14,14,4,4,4,1.1,0.01,False,3.94,607.47,13.81,44,56.82,32.56,-10.87,2.098
14,14,4,14,14,4,4,4,1.3,0.01,False,3.93,577.12,13.12,44,56.82,30.96,-10.36,2.005
14,14,4,14,14,4,4,4,1.5,0.01,False,3.93,551.86,12.54,44,56.82,29.61,-9.92,1.923
14,14,4,14,14,4,4,4,2,0.01,False,3.93,504.01,11.45,44,56.82,27.04,-9.05,1.755
14,14,4,14,14,4,4,14,1.1,0.01,False,3.9,859.23,11.46,75,60.0,25.68,-9.88,2.098
14,14,4,14,14,4,4,14,1.3,0.01,False,3.9,819.48,10.93,75,60.0,24.48,-9.41,2.005
14,14,4,14,14,4,4,14,1.5,0.01,False,3.91,785.2,10.47,75,60.0,23.45,-9.01,1.923
14,14,4,14,14,4,4,14,2,0.01,False,3.91,716.72,9.56,75,60.0,21.41,-8.22,1.755
14,14,4,14,14,4,14,4,1.1,0.01,False,5.26,798.82,16.3,49,59.18,34.01,-9.37,2.098
14,14,4,14,14,4,14,4,1.3,0.01,False,5.27,761.8,15.55,49,59.18,32.43,-8.93,2.005
14,14,4,14,14,4,14,4,1.5,0.01,False,5.27,729.9,14.9,49,59.18,31.06,-8.55,1.923
14,14,4,14,14,4,14,4,2,0.01,False,5.27,666.25,13.6,49,59.18,28.36,-7.8,1.755
14,14,4,14,14,4,14,14,1.1,0.01,False,8.21,794.56,22.7,35,71.43,36.19,-11.02,2.098
14,14,4,14,14,4,14,14,1.3,0.01,False,8.21,759.28,21.69,35,71.43,34.58,-10.53,2.005
14,14,4,14,14,4,14,14,1.5,0.01,False,8.21,728.25,20.81,35,71.43,33.17,-10.1,1.923
14,14,4,14,14,4,14,14,2,0.01,False,8.21,664.55,18.99,35,71.43,30.27,-9.22,1.755
14,14,4,14,14,14,4,4,1.1,0.01,False,3.24,405.03,11.25,36,52.78,30.84,-10.64,2.098
14,14,4,14,14,14,4,4,1.3,0.01,False,3.24,386.34,10.73,36,52.78,29.42,-10.16,2.005
14,14,4,14,14,14,4,4,1.5,0.01,False,3.24,370.21,10.28,36,52.78,28.19,-9.73,1.923
14,14,4,14,14,14,4,4,2,0.01,False,3.24,337.92,9.39,36,52.78,25.73,-8.88,1.755
14,14,4,14,14,14,4,14,1.1,0.01,False,3.53,628.34,11.02,57,59.65,25.79,-10.81,2.098
14,14,4,14,14,14,4,14,1.3,0.01,False,3.53,600.43,10.53,57,59.65,24.64,-10.33,2.005
14,14,4,14,14,14,4,14,1.5,0.01,False,3.53,575.9,10.1,57,59.65,23.64,-9.9,1.923
14,14,4,14,14,14,4,14,2,0.01,False,3.53,525.53,9.22,57,59.65,21.57,-9.04,1.755
14,14,4,14,14,14,14,4,1.1,0.01,False,4.1,529.58,12.32,43,58.14,28.01,-9.48,2.098
14,14,4,14,14,14,14,4,1.3,0.01,False,4.1,506.06,11.77,43,58.14,26.77,-9.06,2.005
14,14,4,14,14,14,14,4,1.5,0.01,False,4.1,485.38,11.29,43,58.14,25.67,-8.69,1.923
14,14,4,14,14,14,14,4,2,0.01,False,4.1,442.93,10.3,43,58.14,23.43,-7.93,1.755
14,14,4,14,14,14,14,14,1.1,0.01,False,6.47,453.41,20.61,22,63.64,38.3,-10.35,2.098
14,14,4,14,14,14,14,14,1.3,0.01,False,6.48,434.04,19.73,22,63.64,36.66,-9.91,2.005
14,14,4,14,14,14,14,14,1.5,0.01,False,6.48,416.69,18.94,22,63.64,35.2,-9.51,1.923
14,14,4,14,14,14,14,14,2,0.01,False,6.48,380.15,17.28,22,63.64,32.11,-8.67,1.755
14,14,14,4,4,4,4,4,1.1,0.01,False,4.18,639.55,10.32,62,62.9,21.56,-8.75,2.098
14,14,14,4,4,4,4,4,1.3,0.01,False,4.19,609.46,9.83,62,62.9,20.52,-8.29,2.005
14,14,14,4,4,4,4,4,1.5,0.01,False,4.2,583.72,9.41,62,62.9,19.64,-7.92,1.923
14,14,14,4,4,4,4,4,2,0.01,False,4.2,532.87,8.59,62,62.9,17.93,-7.24,1.755
14,14,14,4,4,4,4,14,1.1,0.01,False,3.9,810.67,10.13,80,61.25,22.26,-9.03,2.098
14,14,14,4,4,4,4,14,1.3,0.01,False,3.91,772.91,9.66,80,61.25,21.19,-8.57,2.005
14,14,14,4,4,4,4,14,1.5,0.01,False,3.92,740.46,9.26,80,61.25,20.29,-8.19,1.923
14,14,14,4,4,4,4,14,2,0.01,False,3.91,675.91,8.45,80,61.25,18.53,-7.48,1.755
14,14,14,4,4,4,14,4,1.1,0.01,False,5.56,827.03,12.34,67,68.66,21.92,-8.64,2.098
14,14,14,4,4,4,14,4,1.3,0.01,False,5.58,788.89,11.77,67,68.66,20.89,-8.2,2.005
14,14,14,4,4,4,14,4,1.5,0.01,False,5.59,755.96,11.28,67,68.66,20.01,-7.84,1.923
14,14,14,4,4,4,14,4,2,0.01,False,5.59,690.01,10.3,67,68.66,18.27,-7.16,1.755
14,14,14,4,4,4,14,14,1.1,0.01,False,4.5,661.3,12.25,54,64.81,24.29,-9.93,2.098
14,14,14,4,4,4,14,14,1.3,0.01,False,4.51,631.4,11.69,54,64.81,23.18,-9.46,2.005
14,14,14,4,4,4,14,14,1.5,0.01,False,4.51,605.33,11.21,54,64.81,22.22,-9.06,1.923
14,14,14,4,4,4,14,14,2,0.01,False,4.51,552.45,10.23,54,64.81,20.28,-8.28,1.755
14,14,14,4,4,14,4,4,1.1,0.01,False,4.03,601.06,11.34,53,58.49,25.78,-9.0,2.098
14,14,14,4,4,14,4,4,1.3,0.01,False,4.04,573.53,10.82,53,58.49,24.58,-8.57,2.005
14,14,14,4,4,14,4,4,1.5,0.01,False,4.05,549.68,10.37,53,58.49,23.55,-8.2,1.923
14,14,14,4,4,14,4,4,2,0.01,False,4.05,501.7,9.47,53,58.49,21.5,-7.49,1.755
14,14,14,4,4,14,4,14,1.1,0.01,False,2.76,567.01,8.22,69,56.52,22.82,-10.77,2.098
14,14,14,4,4,14,4,14,1.3,0.01,False,2.76,541.18,7.84,69,56.52,21.77,-10.26,2.005
14,14,14,4,4,14,4,14,1.5,0.01,False,2.76,518.74,7.52,69,56.52,20.86,-9.82,1.923
14,14,14,4,4,14,4,14,2,0.01,False,2.76,473.45,6.86,69,56.52,19.04,-8.97,1.755
14,14,14,4,4,14,14,4,1.1,0.01,False,3.68,622.07,9.87,63,60.32,22.49,-9.3,2.098
14,14,14,4,4,14,14,4,1.3,0.01,False,3.68,594.11,9.43,63,60.32,21.46,-8.86,2.005
14,14,14,4,4,14,14,4,1.5,0.01,False,3.69,569.66,9.04,63,60.32,20.57,-8.48,1.923
14,14,14,4,4,14,14,4,2,0.01,False,3.69,519.88,8.25,63,60.32,18.77,-7.74,1.755
14,14,14,4,4,14,14,14,1.1,0.01,False,3.75,497.94,11.58,43,58.14,27.16,-10.06,2.098
14,14,14,4,4,14,14,14,1.3,0.01,False,3.75,475.83,11.07,43,58.14,25.95,-9.61,2.005
14,14,14,4,4,14,14,14,1.5,0.01,False,3.75,456.38,10.61,43,58.14,24.89,-9.22,1.923
14,14,14,4,4,14,14,14,2,0.01,False,3.75,416.47,9.69,43,58.14,22.72,-8.41,1.755
14,14,14,4,14,4,4,4,1.1,0.01,False,5.3,868.34,15.51,56,66.07,28.92,-10.63,2.098
14,14,14,4,14,4,4,4,1.3,0.01,False,5.3,826.37,14.76,56,66.07,27.53,-10.12,2.005
14,14,14,4,14,4,4,4,1.5,0.01,False,5.29,790.91,14.12,56,66.07,26.35,-9.69,1.923
14,14,14,4,14,4,4,4,2,0.01,False,5.3,722.15,12.9,56,66.07,24.06,-8.85,1.755
14,14,14,4,14,4,4,14,1.1,0.01,False,3.95,955.69,11.95,80,62.5,25.59,-10.79,2.098
14,14,14,4,14,4,4,14,1.3,0.01,False,3.96,911.64,11.4,80,62.5,24.4,-10.28,2.005
14,14,14,4,14,4,4,14,1.5,0.01,False,3.96,873.58,10.92,80,62.5,23.38,-9.85,1.923
14,14,14,4,14,4,4,14,2,0.01,False,3.96,797.38,9.97,80,62.5,21.34,-8.99,1.755
14,14,14,4,14,4,14,4,1.1,0.01,False,6.0,1047.08,16.11,65,67.69,28.56,-9.97,2.098
14,14,14,4,14,4,14,4,1.3,0.01,False,6.01,998.95,15.37,65,67.69,27.24,-9.5,2.005
14,14,14,4,14,4,14,4,1.5,0.01,False,6.01,957.32,14.73,65,67.69,26.1,-9.1,1.923
14,14,14,4,14,4,14,4,2,0.01,False,6.01,873.79,13.44,65,67.69,23.82,-8.31,1.755
14,14,14,4,14,4,14,14,1.1,0.01,False,8.27,1045.68,19.73,53,73.58,30.5,-10.27,2.098
14,14,14,4,14,4,14,14,1.3,0.01,False,8.27,999.24,18.85,53,73.58,29.14,-9.81,2.005
14,14,14,4,14,4,14,14,1.5,0.01,False,8.27,958.4,18.08,53,73.58,27.95,-9.41,1.923
14,14,14,4,14,4,14,14,2,0.01,False,8.27,874.58,16.5,53,73.58,25.51,-8.59,1.755
14,14,14,4,14,14,4,4,1.1,0.01,False,4.86,603.44,13.41,45,64.44,26.19,-9.76,2.098
14,14,14,4,14,14,4,4,1.3,0.01,False,4.86,575.82,12.8,45,64.44,25.0,-9.32,2.005
14,14,14,4,14,14,4,4,1.5,0.01,False,4.86,551.88,12.26,45,64.44,23.96,-8.94,1.923
14,14,14,4,14,14,4,4,2,0.01,False,4.86,503.71,11.19,45,64.44,21.87,-8.16,1.755
14,14,14,4,14,14,4,14,1.1,0.01,False,3.36,694.45,10.52,66,60.61,24.72,-11.31,2.098
14,14,14,4,14,14,4,14,1.3,0.01,False,3.36,663.61,10.05,66,60.61,23.62,-10.81,2.005
14,14,14,4,14,14,4,14,1.5,0.01,False,3.36,636.49,9.64,66,60.61,22.65,-10.37,1.923
14,14,14,4,14,14,4,14,2,0.01,False,3.36,580.82,8.8,66,60.61,20.67,-9.46,1.755
14,14,14,4,14,14,14,4,1.1,0.01,False,4.63,698.53,12.25,57,66.67,23.45,-10.14,2.098
14,14,14,4,14,14,14,4,1.3,0.01,False,4.63,667.5,11.71,57,66.67,22.41,-9.69,2.005
14,14,14,4,14,14,14,4,1.5,0.01,False,4.63,640.23,11.23,57,66.67,21.5,-9.29,1.923
14,14,14,4,14,14,14,4,2,0.01,False,4.63,584.23,10.25,57,66.67,19.62,-8.48,1.755
14,14,14,4,14,14,14,14,1.1,0.01,False,5.62,579.26,16.09,36,66.67,29.36,-10.44,2.098
14,14,14,4,14,14,14,14,1.3,0.01,False,5.63,554.33,15.4,36,66.67,28.09,-9.99,2.005
14,14,14,4,14,14,14,14,1.5,0.01,False,5.63,532.07,14.78,36,66.67,26.96,-9.58,1.923
